Education,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumWebVisitsMonth,Complain,Response,Age,Relationship_Status,Children,Total_Household,Parent,Frequency,Monetary,Avg_Purchase_Value,Loyalty,Income_per_Household_Member,High_Spender,Promo_Responsive,Preferred_Category,Engagement_Score
Graduate,4130,1170,48,320,42,32,192,8,0,1,70,Single,1,2,1,29,1804.0,62.206896551724135,1,32248.5,1,1,Wines,2
Graduate,3928,72,24,68,65,4,8,4,0,0,68,Attached,1,3,1,15,241.0,16.066666666666666,0,15365.666666666666,0,0,Wines,0
Graduate,3576,613,22,319,33,102,12,1,0,0,70,Attached,0,2,0,20,1101.0,55.05,1,38986.0,1,0,Wines,0
Post-Grad,4105,224,0,30,0,0,10,8,0,0,56,Attached,2,4,1,19,264.0,13.894736842105264,1,11094.25,0,0,Wines,0
Post-Grad,3997,410,0,59,19,9,44,7,0,0,50,Attached,2,4,1,26,541.0,20.807692307692307,1,11503.5,1,0,Wines,0
Graduate,3894,239,10,554,254,87,54,1,0,0,39,Attached,0,2,0,17,1198.0,70.47058823529412,1,35475.5,1,0,Meat,0
Graduate,3562,171,7,171,25,19,89,8,0,0,47,Attached,1,3,1,20,482.0,24.1,1,13814.333333333334,1,0,Wines,0
Pre-Grad,3521,12,0,4,0,0,1,8,0,0,46,Single,3,4,1,4,17.0,4.25,0,13048.75,0,0,Wines,0
Post-Grad,3699,1076,16,417,42,48,16,3,0,0,76,Attached,0,2,0,25,1615.0,64.6,1,41895.0,1,1,Wines,2
Post-Grad,3775,182,4,33,0,0,66,7,0,0,70,Single,1,2,1,12,285.0,23.75,0,22275.5,0,0,Wines,0
Graduate,4065,824,32,162,42,32,43,6,0,0,44,Attached,1,3,1,28,1135.0,40.535714285714285,1,23169.333333333332,1,0,Wines,0
Pre-Grad,3552,30,11,25,29,1,18,3,0,0,36,Attached,1,3,1,7,114.0,16.285714285714285,0,15068.0,0,0,Wines,0
Graduate,3700,377,10,540,80,30,10,1,0,0,55,Attached,0,2,0,16,1047.0,65.4375,1,36230.0,1,0,Meat,0
Post-Grad,3549,520,7,154,19,0,14,3,0,0,54,Attached,2,4,1,22,714.0,32.45454545454545,1,19405.5,1,0,Wines,0
Post-Grad,4013,155,1,25,0,1,3,8,0,0,44,Attached,1,3,1,13,185.0,14.23076923076923,0,10244.0,0,0,Wines,0
Graduate,4132,897,23,207,15,11,92,6,0,0,62,Single,1,2,1,32,1245.0,38.90625,1,31943.5,1,0,Wines,0
Graduate,3933,131,0,16,2,1,39,8,0,0,46,Attached,1,3,1,12,189.0,15.75,0,14003.666666666666,0,0,Wines,0
Graduate,4085,297,7,79,0,11,182,8,0,0,48,Attached,1,3,1,16,576.0,36.0,1,17123.0,1,0,Wines,0
Graduate,4040,787,20,204,0,0,92,8,0,0,72,Single,1,2,1,18,1103.0,61.27777777777778,1,25768.5,1,0,Wines,0
Post-Grad,4163,792,86,740,67,51,17,2,0,0,52,Attached,0,2,0,17,1753.0,103.11764705882354,1,39965.0,1,0,Wines,0
Post-Grad,3606,4,1,9,3,0,0,8,0,0,38,Attached,1,3,1,4,17.0,4.25,0,11440.0,0,0,Meat,0
Graduate,3939,231,7,137,4,15,39,7,0,1,58,Single,2,3,1,23,433.0,18.82608695652174,1,12356.666666666666,1,0,Wines,1
Pre-Grad,4013,983,76,184,180,138,27,7,0,0,62,Single,1,2,1,14,1588.0,113.42857142857143,0,40987.5,1,1,Wines,1
Graduate,3883,3,1,8,4,3,3,8,0,0,53,Attached,1,3,1,4,22.0,5.5,0,12863.333333333334,0,0,Meat,0
Graduate,3547,0,4,5,6,0,4,3,0,0,73,Single,0,1,0,5,19.0,3.8,0,15033.0,0,0,Fish,0
Post-Grad,3936,562,21,464,28,10,32,5,0,0,59,Attached,1,3,1,29,1117.0,38.51724137931034,1,20915.0,1,0,Wines,0
Pre-Grad,3675,5,9,20,6,8,21,6,0,0,49,Attached,1,3,1,8,69.0,8.625,0,7404.0,0,0,Gold,0
Post-Grad,3680,18,0,4,0,0,1,7,0,0,42,Attached,1,3,1,5,23.0,4.6,0,7887.0,0,0,Wines,0
Post-Grad,3741,415,5,124,15,35,11,3,0,0,66,Single,1,2,1,19,605.0,31.842105263157894,1,39880.5,1,0,Wines,0
Graduate,3658,5,3,10,12,7,20,7,0,0,51,Single,1,2,1,11,57.0,5.181818181818182,0,3750.0,0,0,Gold,0
Pre-Grad,3516,8,0,5,7,0,2,4,0,0,131,Single,1,2,1,4,22.0,5.5,0,30091.0,0,0,Wines,0
Graduate,3717,901,61,757,186,163,20,3,0,0,56,Single,0,1,0,22,2088.0,94.9090909090909,1,73455.0,1,1,Wines,1
Graduate,4026,382,114,276,75,124,38,3,0,0,66,Attached,1,3,1,16,1009.0,63.0625,1,21653.666666666668,1,0,Wines,0
Graduate,3806,14,1,7,2,1,1,9,0,0,53,Single,1,2,1,5,26.0,5.2,0,11402.0,0,0,Wines,0
Graduate,3686,559,153,503,218,13,181,2,0,1,34,Attached,0,2,0,22,1627.0,73.95454545454545,1,36843.5,1,1,Wines,1
Graduate,4154,789,0,133,0,28,152,7,0,0,66,Attached,1,3,1,31,1102.0,35.54838709677419,1,20358.0,1,0,Wines,0
Post-Grad,3497,11,0,5,0,0,1,6,0,0,60,Attached,2,4,1,6,17.0,2.8333333333333335,0,7921.5,0,0,Wines,0
Graduate,3878,1218,16,272,104,0,80,6,0,1,52,Attached,1,3,1,16,1690.0,105.625,1,26711.333333333332,1,1,Wines,3
Graduate,4009,925,64,179,133,12,77,5,0,0,71,Attached,1,3,1,21,1390.0,66.19047619047619,1,25009.0,1,0,Wines,0
Post-Grad,4140,864,134,768,150,38,172,3,0,0,36,Attached,0,2,0,20,2126.0,106.3,1,33773.0,1,0,Wines,0
Post-Grad,4081,960,28,183,220,70,70,6,0,0,55,Attached,1,3,1,25,1531.0,61.24,1,21725.333333333332,1,0,Wines,0
Post-Grad,3759,16,3,25,6,1,13,8,0,0,49,Single,1,2,1,7,64.0,9.142857142857142,0,15580.0,0,0,Meat,0
Graduate,3718,3,3,7,0,2,11,6,0,0,39,Single,1,2,1,6,26.0,4.333333333333333,0,14969.0,0,0,Gold,0
Graduate,3923,168,148,444,32,172,148,2,0,1,50,Single,0,1,0,29,1112.0,38.3448275862069,1,102692.0,1,1,Meat,3
Pre-Grad,4118,45,47,52,21,20,25,6,0,0,66,Attached,0,2,0,11,210.0,19.09090909090909,0,13245.0,0,0,Meat,0
Graduate,4142,650,28,353,45,42,30,8,0,0,57,Attached,2,4,1,26,1148.0,44.15384615384615,1,18925.5,1,0,Wines,0
Post-Grad,4097,24,0,8,0,0,1,6,0,0,50,Single,1,2,1,6,33.0,5.5,0,15449.5,0,0,Wines,0
Post-Grad,4094,918,21,118,13,10,21,6,0,0,63,Attached,1,3,1,19,1101.0,57.94736842105263,1,21114.0,1,1,Wines,1
Graduate,4088,138,33,87,28,24,12,3,0,0,60,Single,1,2,1,16,322.0,20.125,1,22994.5,0,0,Wines,0
Graduate,3863,12,4,2,10,6,10,5,0,0,60,Single,2,3,1,10,44.0,4.4,0,6233.666666666667,0,0,Wines,0
Post-Grad,3676,11,0,4,0,0,2,8,0,0,67,Single,3,4,1,4,17.0,4.25,0,10184.25,0,0,Wines,0
Graduate,4100,1,2,8,4,3,13,7,0,1,45,Single,1,2,1,6,31.0,5.166666666666667,0,7643.5,0,1,Gold,2
Post-Grad,3876,554,41,215,11,0,24,5,0,0,56,Single,2,3,1,25,845.0,33.8,1,23224.666666666668,1,0,Wines,0
Post-Grad,3485,167,2,62,24,13,7,5,0,0,54,Attached,1,3,1,15,275.0,18.333333333333332,0,14719.666666666666,0,0,Wines,0
Post-Grad,4056,9,0,6,4,1,5,9,0,0,46,Attached,1,3,1,4,25.0,6.25,0,12572.333333333334,0,0,Wines,0
Post-Grad,3984,177,2,71,3,2,20,8,0,1,72,Attached,2,4,1,17,275.0,16.176470588235293,1,10944.0,0,0,Wines,1
Post-Grad,3945,38,4,22,4,2,20,7,0,0,58,Attached,2,4,1,11,90.0,8.181818181818182,0,9544.75,0,0,Wines,0
Graduate,3476,483,84,398,205,84,241,1,0,0,61,Attached,0,2,0,19,1495.0,78.6842105263158,1,40062.0,1,1,Wines,1
Post-Grad,4095,77,2,35,0,1,69,7,0,1,54,Attached,2,4,1,11,184.0,16.727272727272727,0,9524.25,0,1,Wines,2
Graduate,3848,182,74,298,162,149,116,1,0,0,54,Attached,0,2,0,13,981.0,75.46153846153847,0,36470.0,1,0,Meat,0
Graduate,3741,10,7,19,8,2,21,6,0,0,54,Attached,1,3,1,8,67.0,8.375,0,7356.666666666667,0,0,Gold,0
Graduate,4118,778,44,499,95,73,146,7,0,1,71,Single,0,1,0,14,1635.0,116.78571428571429,0,69267.0,1,0,Wines,1
Post-Grad,3574,16,7,23,0,8,6,5,1,0,41,Single,1,2,1,10,60.0,6.0,0,15894.0,0,0,Meat,1
Post-Grad,3618,167,0,43,6,2,13,5,0,0,49,Attached,1,3,1,12,231.0,19.25,0,20635.0,0,0,Wines,0
Graduate,3557,13,2,14,8,7,4,6,0,0,64,Attached,2,4,1,10,48.0,4.8,0,7328.75,0,0,Meat,0
Graduate,3981,33,6,40,3,7,10,7,0,0,61,Single,2,3,1,9,99.0,11.0,0,11126.0,0,0,Meat,0
Post-Grad,3759,625,7,99,10,22,7,4,0,0,61,Attached,1,3,1,23,770.0,33.47826086956522,1,22104.333333333332,1,0,Wines,0
Graduate,4001,216,162,224,101,92,162,5,0,1,68,Single,0,1,0,23,957.0,41.608695652173914,1,60714.0,1,0,Meat,1
Post-Grad,3533,68,129,396,188,22,15,1,0,0,43,Attached,0,2,0,12,818.0,68.16666666666667,0,38941.0,1,0,Meat,0
Post-Grad,3926,196,0,512,33,130,54,1,0,1,38,Single,0,1,0,17,925.0,54.411764705882355,1,69867.0,1,1,Meat,1
Post-Grad,3907,635,15,100,20,7,131,6,0,0,56,Single,1,2,1,22,908.0,41.27272727272727,1,31920.5,1,0,Wines,0
Pre-Grad,3976,4,19,9,28,25,17,7,0,0,43,Attached,1,3,1,10,102.0,10.2,0,8160.0,0,0,Fish,0
Graduate,4085,297,7,79,0,11,182,8,0,0,48,Attached,1,3,1,16,576.0,36.0,1,17123.0,1,0,Wines,0
Graduate,4140,84,5,38,150,12,28,7,0,0,78,Attached,0,2,0,13,317.0,24.384615384615383,0,18880.0,0,0,Fish,0
Post-Grad,3593,204,7,149,20,15,66,2,0,0,50,Attached,1,3,1,15,461.0,30.733333333333334,0,21880.0,1,0,Wines,0
Post-Grad,3546,26,0,8,0,0,3,5,0,0,49,Attached,2,4,1,7,37.0,5.285714285714286,0,11079.75,0,0,Wines,0
Graduate,3825,15,6,20,4,5,20,7,0,0,50,Attached,1,3,1,7,70.0,10.0,0,10210.333333333334,0,0,Meat,0
Graduate,3989,304,98,230,150,74,74,3,0,0,72,Attached,0,2,0,23,930.0,40.43478260869565,1,37639.0,1,0,Wines,0
Post-Grad,4010,285,28,242,55,114,135,5,0,0,68,Attached,2,4,1,33,859.0,26.03030303030303,1,12724.5,1,0,Wines,0
Graduate,3521,395,183,565,166,141,28,3,0,0,58,Single,0,1,0,22,1478.0,67.18181818181819,1,79946.0,1,0,Meat,0
Post-Grad,3854,248,3,81,4,3,51,8,0,0,75,Single,0,1,0,16,390.0,24.375,1,35416.0,0,0,Wines,0
Pre-Grad,3833,20,6,5,0,9,12,7,0,0,40,Attached,0,2,0,5,52.0,10.4,0,16207.0,0,1,Wines,1
Graduate,3657,39,0,56,20,8,14,7,0,0,55,Attached,1,3,1,10,137.0,13.7,0,12787.0,0,0,Meat,0
Graduate,4079,777,129,573,216,21,203,4,0,0,44,Attached,0,2,0,19,1919.0,101.0,1,41248.5,1,1,Wines,1
Graduate,3638,8,3,22,21,1,13,9,0,0,53,Attached,2,4,1,9,68.0,7.555555555555555,0,4156.5,0,0,Meat,0
Graduate,3947,9,1,3,0,4,8,6,0,0,59,Attached,2,4,1,4,25.0,6.25,0,7418.0,0,0,Wines,0
Post-Grad,4148,1241,0,80,0,13,40,8,0,0,72,Attached,1,3,1,23,1374.0,59.73913043478261,1,18650.333333333332,1,1,Wines,1
Pre-Grad,3952,6,4,7,4,3,8,7,0,0,36,Single,1,2,1,5,32.0,6.4,0,17694.0,0,0,Gold,0
Post-Grad,4005,65,4,16,0,4,11,8,0,0,38,Attached,1,3,1,7,100.0,14.285714285714286,0,14128.666666666666,0,0,Wines,0
Graduate,4006,395,15,263,60,54,38,1,0,0,42,Single,0,1,0,12,825.0,68.75,0,68627.0,1,0,Wines,0
Post-Grad,3577,801,0,80,0,0,35,5,0,0,59,Single,1,2,1,28,916.0,32.714285714285715,1,28956.0,1,1,Wines,1
Graduate,3547,36,0,12,2,2,10,5,0,0,66,Single,2,3,1,11,62.0,5.636363636363637,0,11748.666666666666,0,0,Wines,0
Pre-Grad,3733,513,14,154,19,0,28,6,0,0,68,Attached,1,3,1,21,728.0,34.666666666666664,1,19607.0,1,0,Wines,0
Post-Grad,3593,37,0,46,4,3,0,4,0,0,46,Attached,1,3,1,7,90.0,12.857142857142858,0,15459.0,0,0,Meat,0
Graduate,3550,80,15,93,20,13,52,8,0,0,36,Single,1,2,1,13,273.0,21.0,0,19873.5,0,0,Meat,0
Graduate,3657,14,1,21,2,3,25,7,0,0,40,Attached,1,3,1,10,66.0,6.6,0,7992.0,0,0,Gold,0
Post-Grad,3931,525,147,112,219,147,63,2,0,0,63,Attached,0,2,0,23,1213.0,52.73913043478261,1,40475.0,1,1,Wines,0
Graduate,4122,1,26,25,17,23,15,9,0,1,58,Single,0,1,0,7,107.0,15.285714285714286,0,27038.0,0,0,Fruits,1
Graduate,3589,675,11,400,15,45,11,1,0,0,77,Single,0,1,0,18,1157.0,64.27777777777777,1,77457.0,1,1,Wines,1
Post-Grad,3765,509,0,27,0,0,10,7,0,0,60,Attached,1,3,1,18,546.0,30.333333333333332,1,21366.666666666668,1,1,Wines,1
Post-Grad,3901,154,2,46,20,4,15,4,0,0,32,Attached,0,2,0,11,241.0,21.90909090909091,0,21335.0,0,0,Wines,0
Graduate,3635,3,5,14,2,12,17,6,0,0,48,Single,1,2,1,11,53.0,4.818181818181818,0,6285.5,0,0,Gold,0
Graduate,3717,25,0,8,2,0,2,7,0,0,57,Attached,3,5,1,7,37.0,5.285714285714286,0,4514.8,0,0,Wines,0
Post-Grad,3981,768,44,561,77,44,14,3,0,0,48,Single,0,1,0,23,1508.0,65.56521739130434,1,70893.0,1,0,Wines,0
Graduate,3667,185,0,28,3,2,17,4,0,0,58,Attached,2,4,1,16,235.0,14.6875,1,13549.5,0,0,Wines,0
Post-Grad,3583,24,0,7,0,0,1,5,0,0,68,Attached,2,4,1,7,32.0,4.571428571428571,0,7209.75,0,0,Wines,0
Graduate,3808,44,4,21,6,0,27,7,0,0,52,Attached,2,4,1,8,102.0,12.75,0,10080.25,0,0,Wines,0
Graduate,4157,91,64,128,65,3,50,3,0,0,39,Single,1,2,1,15,401.0,26.733333333333334,0,33251.5,1,0,Meat,0
Graduate,3821,11,0,7,3,1,6,5,0,0,73,Attached,2,4,1,6,28.0,4.666666666666667,0,7708.25,0,0,Wines,0
Graduate,4001,412,5,119,38,29,77,2,0,0,53,Attached,1,3,1,21,680.0,32.38095238095238,1,21598.333333333332,1,0,Wines,0
Graduate,3836,3,3,7,6,2,9,7,0,0,50,Attached,1,3,1,4,30.0,7.5,0,11473.666666666666,0,0,Gold,0
Post-Grad,3613,16,0,3,0,0,1,7,0,0,59,Single,2,3,1,4,20.0,5.0,0,15675.0,0,0,Wines,0
Post-Grad,3980,731,60,353,78,12,73,7,0,0,63,Single,1,2,1,23,1307.0,56.82608695652174,1,32162.5,1,0,Wines,0
Graduate,4007,424,17,118,7,23,41,8,0,0,71,Single,1,2,1,24,630.0,26.25,1,20232.0,1,0,Wines,0
Graduate,3832,792,0,275,45,45,126,3,0,0,67,Attached,0,2,0,18,1283.0,71.27777777777777,1,31093.5,1,0,Wines,0
Post-Grad,3835,21,2,28,3,2,9,8,0,0,48,Single,1,2,1,9,65.0,7.222222222222222,0,7424.5,0,0,Meat,0
Graduate,3707,22,1,11,0,1,2,7,0,0,40,Attached,1,3,1,5,37.0,7.4,0,9085.0,0,0,Wines,0
Post-Grad,3889,33,0,5,0,0,0,4,0,0,74,Attached,3,5,1,5,38.0,7.6,0,10886.4,0,0,Wines,0
Post-Grad,3974,68,7,59,10,5,11,8,0,0,38,Single,1,2,1,12,160.0,13.333333333333334,0,14999.5,0,0,Wines,0
Graduate,3912,9,1,6,3,0,4,8,0,0,41,Single,1,2,1,4,23.0,5.75,0,12036.0,0,0,Wines,0
Post-Grad,3764,40,2,15,8,0,6,4,0,0,35,Single,0,1,0,6,71.0,11.833333333333334,0,33996.0,0,0,Wines,0
Post-Grad,3925,909,11,218,0,0,23,5,0,1,68,Attached,1,3,1,19,1161.0,61.10526315789474,1,22111.333333333332,1,0,Wines,1
Post-Grad,4008,23,1,13,2,2,18,7,0,1,53,Attached,1,3,1,5,59.0,11.8,0,11726.0,0,1,Wines,2
Graduate,3837,11,2,9,3,0,8,8,0,0,41,Attached,1,3,1,7,33.0,4.714285714285714,0,7336.666666666667,0,0,Wines,0
Graduate,4128,317,46,247,151,46,139,3,0,0,64,Single,2,3,1,22,946.0,43.0,1,20734.666666666668,1,0,Wines,0
Graduate,4043,797,153,293,72,97,30,4,0,1,56,Single,0,1,0,22,1442.0,65.54545454545455,1,75693.0,1,1,Wines,3
Graduate,4067,10,2,16,11,2,21,8,0,0,52,Attached,1,3,1,5,62.0,12.4,0,10225.0,0,0,Gold,0
Graduate,3956,856,61,570,40,25,122,3,0,1,59,Attached,0,2,0,22,1674.0,76.0909090909091,1,41501.5,1,1,Wines,2
Post-Grad,3749,755,144,562,104,64,224,1,0,0,125,Attached,0,2,0,15,1853.0,123.53333333333333,0,41766.0,1,1,Wines,1
Graduate,4161,456,19,832,75,118,38,3,0,0,36,Single,0,1,0,21,1538.0,73.23809523809524,1,68655.0,1,0,Meat,0
Graduate,3677,37,32,38,11,3,18,6,0,0,38,Single,0,1,0,8,139.0,17.375,0,41411.0,0,0,Meat,0
Post-Grad,4056,1103,0,45,0,0,34,8,0,0,55,Attached,1,3,1,20,1182.0,59.1,1,18404.0,1,1,Wines,1
Post-Grad,3854,378,14,68,19,14,14,3,0,0,74,Attached,1,3,1,18,507.0,28.166666666666668,1,19764.0,1,0,Wines,0
Pre-Grad,3791,1,6,7,0,1,3,8,0,1,51,Attached,1,3,1,4,18.0,4.5,0,9063.333333333334,0,1,Meat,2
Graduate,3704,204,34,204,172,153,173,1,0,0,72,Single,0,1,0,16,940.0,58.75,1,82623.0,1,0,Wines,0
Graduate,3844,30,0,9,0,0,3,6,0,0,59,Attached,2,4,1,6,42.0,7.0,0,11075.0,0,0,Wines,0
Graduate,3486,189,104,379,111,189,218,1,0,1,54,Single,0,1,0,15,1190.0,79.33333333333333,0,84835.0,1,0,Meat,1
Graduate,4024,15,0,12,7,3,7,7,0,0,53,Single,2,3,1,8,44.0,5.5,0,10124.0,0,0,Wines,0
Post-Grad,3650,9,0,3,0,0,4,6,0,0,48,Attached,1,3,1,4,16.0,4.0,0,11060.333333333334,0,1,Wines,1
Graduate,3667,495,33,255,11,33,8,4,0,0,67,Attached,1,3,1,26,835.0,32.11538461538461,1,23704.333333333332,1,0,Wines,0
Graduate,4008,656,80,455,52,107,93,4,0,0,38,Attached,1,3,1,22,1443.0,65.5909090909091,1,23984.0,1,1,Wines,2
Post-Grad,3717,452,20,514,13,30,0,3,0,1,58,Single,0,1,0,18,1029.0,57.166666666666664,1,69759.0,1,0,Meat,1
Graduate,4083,546,91,410,119,0,22,1,0,0,50,Attached,0,2,0,18,1188.0,66.0,1,36049.5,1,0,Wines,0
Post-Grad,4027,1048,0,217,0,0,12,6,0,0,48,Single,1,2,1,24,1277.0,53.208333333333336,1,30000.0,1,0,Wines,0
Graduate,3685,22,2,14,0,1,10,7,1,0,46,Single,2,3,1,7,49.0,7.0,0,12881.0,0,0,Wines,1
Graduate,3887,78,0,11,0,0,10,6,0,0,69,Attached,1,3,1,7,99.0,14.142857142857142,0,16912.333333333332,0,1,Wines,1
Post-Grad,4037,561,64,785,84,128,48,1,0,0,55,Attached,0,2,0,15,1670.0,111.33333333333333,0,34231.0,1,0,Meat,0
Post-Grad,3786,629,17,177,69,0,8,2,1,0,81,Attached,0,2,0,14,900.0,64.28571428571429,0,32536.5,1,0,Wines,1
Post-Grad,3737,269,15,69,15,19,38,5,0,0,76,Attached,2,4,1,16,425.0,26.5625,1,11670.25,1,0,Wines,0
Graduate,4112,736,163,818,212,163,61,2,0,0,67,Attached,0,2,0,22,2126.0,97.86363636363636,1,39309.0,1,1,Meat,1
Post-Grad,3572,512,0,83,0,0,41,4,0,0,55,Single,1,2,1,21,636.0,30.285714285714285,1,31093.5,1,0,Wines,0
Graduate,3598,19,3,10,11,8,6,4,0,0,46,Attached,2,4,1,10,57.0,5.7,0,7110.5,0,0,Wines,0
Post-Grad,4056,9,0,6,4,1,5,9,0,0,46,Attached,1,3,1,4,25.0,6.25,0,12572.333333333334,0,0,Wines,0
Graduate,4021,247,8,160,6,8,65,7,0,0,57,Attached,2,4,1,22,494.0,22.454545454545453,1,12869.75,1,0,Wines,0
Graduate,4150,404,0,92,28,27,142,4,0,0,55,Single,1,2,1,19,693.0,36.473684210526315,1,27401.5,1,0,Wines,0
Graduate,3881,333,0,815,129,42,29,2,0,0,64,Attached,0,2,0,26,1348.0,51.84615384615385,1,39765.0,1,0,Meat,0
Graduate,3943,2,3,20,6,11,9,7,0,0,48,Single,1,2,1,7,51.0,7.285714285714286,0,15807.5,0,0,Meat,0
Graduate,4062,833,33,549,151,133,233,3,0,0,62,Attached,0,2,0,16,1932.0,120.75,1,36012.5,1,0,Wines,0
Post-Grad,4048,789,0,142,12,9,38,8,0,0,49,Single,1,2,1,16,990.0,61.875,1,26307.0,1,0,Wines,0
Pre-Grad,3541,10,4,7,0,6,3,6,0,0,40,Attached,1,3,1,5,30.0,6.0,0,11894.666666666666,0,0,Wines,0
Graduate,4082,159,4,45,6,2,38,8,0,0,49,Attached,2,4,1,16,254.0,15.875,1,12044.5,0,0,Wines,0
Post-Grad,3777,7,1,6,3,1,11,4,0,0,54,Single,1,2,1,5,29.0,5.8,0,14774.0,0,1,Gold,1
Graduate,4068,977,12,253,16,12,101,8,0,0,58,Single,1,2,1,23,1371.0,59.608695652173914,1,31905.0,1,1,Wines,1
Post-Grad,3845,38,4,22,3,3,3,8,0,1,52,Single,2,3,1,9,73.0,8.11111111111111,0,12859.333333333334,0,0,Wines,1
Post-Grad,4153,57,0,27,0,0,36,8,0,0,49,Single,2,3,1,11,120.0,10.909090909090908,0,15366.0,0,0,Wines,0
Graduate,3941,3,9,15,13,2,39,9,0,1,54,Single,0,1,0,5,81.0,16.2,0,22585.0,0,1,Gold,2
Graduate,4019,10,4,14,4,4,1,8,0,0,35,Single,1,2,1,5,37.0,7.4,0,15139.5,0,0,Meat,0
Post-Grad,3743,1043,24,97,32,24,157,6,0,0,63,Attached,1,3,1,20,1377.0,68.85,1,22142.0,1,0,Wines,0
Graduate,3853,3,9,13,2,12,12,7,0,0,55,Single,1,2,1,5,51.0,10.2,0,15411.0,0,0,Meat,0
Post-Grad,4010,11,0,5,0,0,1,8,0,0,55,Attached,2,4,1,4,17.0,4.25,0,8395.25,0,0,Wines,0
Graduate,3700,3,6,5,0,2,6,7,0,0,39,Attached,1,3,1,4,22.0,5.5,0,6662.0,0,0,Fruits,0
Graduate,4037,43,12,96,78,40,55,7,0,0,70,Single,0,1,0,14,324.0,23.142857142857142,0,27421.0,0,0,Meat,0
Pre-Grad,4149,73,3,90,12,1,32,8,0,0,51,Attached,3,5,1,16,211.0,13.1875,1,7137.6,0,0,Meat,0
Post-Grad,3564,12,0,1,0,0,6,3,0,0,43,Single,1,2,1,4,19.0,4.75,0,18071.5,0,0,Wines,0
Graduate,3883,4,7,7,6,4,13,5,0,0,53,Single,1,2,1,8,41.0,5.125,0,5122.5,0,0,Gold,0
Post-Grad,3729,314,11,53,4,3,107,7,0,1,56,Attached,1,3,1,17,492.0,28.941176470588236,1,14598.333333333334,1,1,Wines,2
Graduate,4105,571,50,142,33,50,159,2,0,0,64,Attached,1,3,1,26,1005.0,38.65384615384615,1,21127.0,1,0,Wines,0
Graduate,4141,70,0,11,2,8,23,6,0,0,75,Attached,1,3,1,7,114.0,16.285714285714285,0,12941.0,0,0,Wines,0
Post-Grad,3890,866,21,151,28,21,86,5,0,0,56,Single,2,3,1,19,1173.0,61.73684210526316,1,27888.0,1,0,Wines,0
Graduate,3650,594,134,786,33,134,57,1,0,0,45,Attached,0,2,0,19,1738.0,91.47368421052632,1,45150.0,1,1,Meat,1
Post-Grad,3675,140,4,61,0,13,4,4,0,0,45,Attached,1,3,1,12,222.0,18.5,0,20833.0,0,0,Wines,0
Graduate,3529,375,152,335,93,91,81,2,0,0,31,Single,0,1,0,16,1127.0,70.4375,1,74293.0,1,0,Wines,0
Post-Grad,3910,102,9,63,2,9,24,6,0,0,78,Attached,0,2,0,10,209.0,20.9,0,25506.0,0,0,Wines,0
Post-Grad,3597,554,35,113,0,7,78,3,0,0,56,Attached,1,3,1,23,787.0,34.21739130434783,1,23592.333333333332,1,0,Wines,0
Post-Grad,3739,919,0,505,99,30,45,2,0,0,33,Attached,0,2,0,24,1598.0,66.58333333333333,1,34341.0,1,0,Wines,0
Graduate,4125,96,1,42,12,3,32,8,0,0,53,Attached,2,4,1,12,186.0,15.5,0,10956.0,0,0,Wines,0
Graduate,4140,5,2,16,3,2,19,8,0,1,40,Attached,1,3,1,6,47.0,7.833333333333333,0,5115.0,0,0,Gold,1
Graduate,4025,2,0,6,8,6,5,7,0,0,37,Single,1,2,1,5,27.0,5.4,0,11721.0,0,0,Fish,0
Pre-Grad,4070,6,4,9,6,36,35,7,0,1,44,Attached,1,3,1,11,96.0,8.727272727272727,0,4838.333333333333,0,0,Sweet,1
Pre-Grad,3936,23,1,25,0,8,7,6,0,0,68,Single,2,3,1,10,64.0,6.4,0,10465.0,0,0,Meat,0
Graduate,4113,610,105,125,137,42,21,5,0,0,59,Attached,0,2,0,23,1040.0,45.21739130434783,1,37638.0,1,0,Wines,0
Graduate,3791,67,5,61,3,8,19,5,0,0,50,Single,2,3,1,13,163.0,12.538461538461538,0,14124.333333333334,0,0,Wines,0
Graduate,3948,65,36,74,38,20,110,7,0,0,64,Attached,0,2,0,11,343.0,31.181818181818183,0,15253.5,0,0,Gold,0
Post-Grad,3723,416,0,26,0,0,4,7,0,1,69,Single,3,4,1,24,446.0,18.583333333333332,1,13880.25,1,1,Wines,2
Graduate,3493,23,0,11,3,2,2,6,0,0,59,Attached,2,4,1,5,41.0,8.2,0,12001.5,0,0,Wines,0
Post-Grad,4141,19,3,26,10,9,3,8,0,1,52,Single,1,2,1,9,70.0,7.777777777777778,0,13606.5,0,0,Meat,1
Post-Grad,3503,155,7,80,13,7,10,6,0,0,53,Single,2,3,1,14,272.0,19.428571428571427,0,21936.0,0,0,Wines,0
Post-Grad,3861,14,0,24,3,3,2,9,0,0,50,Attached,1,3,1,6,46.0,7.666666666666667,0,10117.0,0,0,Meat,0
Graduate,4093,370,9,92,6,9,4,7,0,0,61,Attached,2,4,1,19,490.0,25.789473684210527,1,12609.25,1,0,Wines,0
Pre-Grad,4062,4,22,11,3,7,32,8,0,1,42,Single,1,2,1,8,79.0,9.875,0,11808.0,0,0,Gold,1
Graduate,4070,407,53,221,58,150,26,4,0,0,48,Attached,1,3,1,17,915.0,53.8235294117647,1,17952.666666666668,1,0,Wines,0
